Order_ID,Date,Type,Customer,Customer_ID,Customer_DOB,Customer_Membership_Status,Products,Quantities,Prices,Discount_Code
3282,05/05/2025,Deliveroo,Timothy Payton,348,20/09/1979,Member,"c(""Flat White"", ""Syrup"")","c(1, 1)","c(3.75, 0.5)",OFF5
2851,12/07/2025,Dine In,Jastina Cameron,217,28/09/1998,Non-Member,"c(""Espresso"", ""Syrup"", ""Muffin"")","c(1, 1, 1)","c(2.5, 0.5, 3)",NA
735,20/06/2025,Deliveroo,Cierra Haile,22,22/09/1979,Non-Member,"c(""Mocha"", ""Croissant"", ""Scone"", ""Bagel"")","c(1, 1, 1, 1)","c(4, 2.75, 2.25, 2.5)",OFF5
138,07/07/2025,Deliveroo,Michael Mock,441,25/11/1999,Member,"c(""Chai Latte"", ""Sandwich"", ""Scone"", ""Croissant"")","c(1, 1, 1, 1)","c(3.5, 5.5, 2.25, 2.75)",NA
1555,02/07/2025,Dine In,Elasia Sealey,166,05/06/2000,Member,"c(""Espresso"", ""Almond Milk"")","c(1, 1)","c(2.5, 0.5)",NA
3060,05/05/2025,Dine In,Elizabeth Saad,232,07/04/1986,Non-Member,"c(""Latte"", ""Danish"")","c(1, 1)","c(3.5, 2.75)",NA
3527,12/07/2025,Deliveroo,Bryan Kilburn,24,20/12/1981,Member,"c(""Espresso"", ""Bagel"")","c(1, 1)","c(2.5, 2.5)",OFF5
1121,01/08/2025,Dine In,Nathaly Nava-Blanco,267,09/11/1978,Non-Member,"c(""Cappuccino"", ""Salad"")","c(1, 1)","c(3.25, 7.5)",NA
2630,16/05/2025,Dine In,Vanessa Rivera,543,16/11/1987,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
3478,31/07/2025,Dine In,Samuel Brown,598,17/02/1982,Non-Member,"c(""Espresso"", ""Cookie"")","c(1, 1)","c(2.5, 2)",NA
2515,09/06/2025,Deliveroo,Charles Watkins,26,03/05/2000,Non-Member,"c(""Mocha"")",c(1),c(4),OFF5
513,11/08/2025,Deliveroo,Rosa Perez-Gonzales,479,28/10/1987,Non-Member,"c(""Latte"", ""Muffin"")","c(1, 1)","c(3.5, 3)",NA
2937,16/06/2025,Deliveroo,Nicolette Thamrongpradith,449,31/08/1987,Non-Member,"c(""Cold Brew"")",c(1),c(3.25),NA
451,30/08/2025,Dine In,Tyko Santistevan,245,13/04/1980,Non-Member,"c(""Espresso"")",c(1),c(2.5),OFF5
1348,06/06/2025,Dine In,Jordan Moore,58,07/12/1980,Non-Member,"c(""Mocha"")",c(1),c(4),NA
2083,22/06/2025,Dine In,Mangei Summers,406,22/07/1987,Non-Member,"c(""Chai Latte"", ""Croissant"")","c(1, 1)","c(3.5, 2.75)",NA
2710,12/05/2025,Deliveroo,Jonathan Padilla Mendoza,363,19/07/2003,Non-Member,"c(""Cold Brew"", ""Decaf"")","c(1, 1)","c(3.25, 0)",OFF5
3572,15/08/2025,Deliveroo,Christi Dinakar,337,28/06/1994,Member,"c(""Espresso"", ""Brownie"")","c(1, 1)","c(2.5, 2.5)",NA
2973,09/08/2025,Deliveroo,Samuel Sanabria,83,31/08/1982,Non-Member,"c(""Iced Latte"", ""Almond Milk"", ""Cake Slice"")","c(2, 1, 1)","c(3.75, 0.5, 3.75)",NA
1423,21/06/2025,Dine In,Kristen Hamilton,48,09/07/2001,Non-Member,"c(""Cold Brew"")",c(1),c(3.25),NA
3306,20/08/2025,Deliveroo,Kaitlyn Sena,400,06/06/1989,Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
38,27/07/2025,Dine In,Syra Ralpho,409,18/07/1995,Non-Member,"c(""Americano"", ""Cake Slice"")","c(1, 1)","c(3, 3.75)",NA
1254,18/07/2025,Dine In,Jordan Pfaff,396,16/12/2001,Non-Member,"c(""Frappuccino"")",c(1),c(4.5),NA
1122,05/08/2025,Dine In,Kristopher Mc Gee,354,13/07/1982,Non-Member,"c(""Frappuccino"", ""Scone"", ""Cookie"")","c(1, 1, 1)","c(4.5, 2.25, 2)",NA
2059,18/07/2025,Dine In,Kourtney Henkes,516,21/09/1989,Non-Member,"c(""Macchiato"")",c(1),c(3.8),NA
3340,26/05/2025,Deliveroo,Charles Jackson,346,08/01/1980,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
2418,29/07/2025,Dine In,Daryell O'Kain,46,16/02/1991,Non-Member,"c(""Frappuccino"")",c(1),c(4.5),NA
3184,22/05/2025,Deliveroo,Nicolas Cha,581,26/03/1986,Non-Member,"c(""Cold Brew"", ""Brownie"", ""Muffin"")","c(1, 1, 1)","c(3.25, 2.5, 3)",NA
2769,17/08/2025,Deliveroo,Susana Ruiz,551,08/09/2002,Member,"c(""Espresso"")",c(1),c(2.5),NA
755,04/08/2025,Dine In,Jordon Vickers,260,05/11/1990,Member,"c(""Cappuccino"")",c(1),c(3.25),NA
1386,22/07/2025,Deliveroo,Shawn Bhagat,121,31/12/1987,Non-Member,"c(""Cappuccino"", ""Decaf"")","c(1, 1)","c(3.25, 0)",NA
1562,21/05/2025,Dine In,Kelcie Lange,592,08/12/1987,Non-Member,"c(""Espresso"")",c(1),c(2.5),OFF5
3462,11/05/2025,Dine In,Enkhtsogt Ali,29,11/04/1984,Non-Member,"c(""Frappuccino"", ""Danish"", ""Cookie"", ""Danish"")","c(1, 1, 1, 1)","c(4.5, 2.75, 2, 2.75)",NA
2751,14/07/2025,Dine In,Diamond Mitchell,470,27/07/1996,Member,"c(""Macchiato"", ""Cake Slice"")","c(1, 1)","c(3.8, 3.75)",NA
1350,16/05/2025,Deliveroo,Lydia Holt,562,12/09/1980,Member,"c(""Chai Latte"", ""Large Size"")","c(1, 1)","c(3.5, 0.5)",OFF5
2539,08/06/2025,Dine In,Emily Leon-Guerrero,457,03/02/1993,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),NA
2032,29/06/2025,Dine In,Alexis Rojas,323,13/09/1978,Non-Member,"c(""Tea"", ""Bagel"", ""Salad"")","c(1, 1, 1)","c(2.25, 2.5, 7.5)",OFF5
2860,16/07/2025,Dine In,Isaac Olivas,403,24/06/1978,Member,"c(""Cappuccino"")",c(1),c(3.25),NA
1826,24/08/2025,Deliveroo,Maya Morris,450,04/03/1996,Non-Member,"c(""Chai Latte"")",c(2),c(3.5),OFF5
3121,26/08/2025,Deliveroo,Omnia Wilkerson,298,25/12/1978,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),OFF5
2266,12/06/2025,Deliveroo,T'Koia Hysaw,250,06/05/1997,Member,"c(""Latte"")",c(1),c(3.5),NA
1151,08/05/2025,Dine In,William Vang,593,13/01/1998,Member,"c(""Flat White"", ""Decaf"")","c(1, 1)","c(3.75, 0)",NA
3991,28/08/2025,Dine In,Daryl Bedu Annan,306,15/11/1988,Non-Member,"c(""Hot Chocolate"", ""Extra Shot"")","c(1, 1)","c(3.25, 0.6)",NA
2572,04/05/2025,Dine In,Katherine Leddy,216,15/06/2000,Non-Member,"c(""Frappuccino"")",c(2),c(4.5),NA
2981,03/05/2025,Deliveroo,Melissa Hardy,103,09/09/1976,Non-Member,"c(""Cold Brew"", ""Cake Slice"")","c(1, 1)","c(3.25, 3.75)",NA
3449,28/08/2025,Dine In,Zachary Mason,584,16/08/2001,Non-Member,"c(""Frappuccino"")",c(1),c(4.5),OFF5
1094,19/06/2025,Dine In,Samantha Aguiar,180,06/12/1988,Member,"c(""Latte"", ""Panini"", ""Cake Slice"")","c(1, 1, 1)","c(3.5, 6, 3.75)",NA
2021,01/08/2025,Deliveroo,Zyre Hairston,486,28/12/1986,Member,"c(""Flat White"")",c(1),c(3.75),NA
3937,17/05/2025,Deliveroo,Alexis Anderson,118,22/05/1988,Member,"c(""Tea"", ""Syrup"")","c(1, 1)","c(2.25, 0.5)",NA
1992,24/05/2025,Dine In,David Clark,196,19/06/1980,Member,"c(""Chai Latte"")",c(1),c(3.5),NA
3719,21/06/2025,Dine In,Don Norton,541,03/06/1992,Member,"c(""Espresso"")",c(2),c(2.5),NA
2768,11/07/2025,Dine In,Alexandria Acosta,131,31/03/1996,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
359,14/08/2025,Dine In,Andrew Sanchez-Villafuerte,223,25/06/1981,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
2642,26/08/2025,Deliveroo,Dalene Hesse,56,02/11/1977,Member,"c(""Iced Latte"", ""Danish"")","c(1, 1)","c(3.75, 2.75)",NA
3841,13/07/2025,Deliveroo,Yareli Ramirez-Cabrera,203,21/12/1981,Member,"c(""Latte"")",c(2),c(3.5),OFF5
2274,17/05/2025,Dine In,Alyssa Shaw,210,03/11/1979,Non-Member,"c(""Iced Latte"", ""Sandwich"")","c(1, 1)","c(3.75, 5.5)",NA
2232,04/06/2025,Deliveroo,Sarah Frank,415,12/10/1979,Member,"c(""Americano"", ""Oat Milk"")","c(1, 1)","c(3, 0.6)",NA
1112,10/06/2025,Dine In,Joshua Smith,344,26/09/2000,Non-Member,"c(""Espresso"", ""Salad"")","c(1, 1)","c(2.5, 7.5)",NA
2754,03/05/2025,Dine In,Melissa Adapa,361,21/08/1991,Non-Member,"c(""Frappuccino"", ""Extra Shot"")","c(2, 1)","c(4.5, 0.6)",NA
3017,03/06/2025,Deliveroo,Billy May,33,10/09/1998,Non-Member,"c(""Americano"")",c(1),c(3),NA
1219,18/08/2025,Dine In,Johnathon Novick,370,01/04/1999,Member,"c(""Hot Chocolate"", ""Large Size"", ""Sandwich"")","c(2, 1, 1)","c(3.25, 0.5, 5.5)",OFF5
343,13/06/2025,Dine In,James Montes,271,08/01/1998,Non-Member,"c(""Flat White"", ""Scone"")","c(1, 1)","c(3.75, 2.25)",NA
2700,07/07/2025,Deliveroo,Darius Williams,394,06/12/1990,Non-Member,"c(""Frappuccino"", ""Syrup"")","c(1, 1)","c(4.5, 0.5)",NA
2154,14/05/2025,Deliveroo,Matthew Nelson,468,09/06/1999,Non-Member,"c(""Americano"", ""Decaf"", ""Salad"")","c(1, 1, 1)","c(3, 0, 7.5)",NA
1965,08/08/2025,Deliveroo,Juan Rodriguez Chavez,499,06/08/1977,Non-Member,"c(""Latte"")",c(1),c(3.5),NA
3999,27/05/2025,Dine In,Ineque Cuevas,563,17/09/1989,Non-Member,"c(""Hot Chocolate"")",c(1),c(3.25),NA
2802,08/05/2025,Dine In,Jessica Talavera,391,08/04/1979,Non-Member,"c(""Frappuccino"")",c(1),c(4.5),NA
317,09/06/2025,Dine In,Young Bui,577,13/12/2001,Member,"c(""Americano"", ""Oat Milk"")","c(1, 1)","c(3, 0.6)",NA
3970,16/06/2025,Dine In,Alundra Rajpal,57,05/11/1995,Member,"c(""Flat White"", ""Large Size"")","c(1, 1)","c(3.75, 0.5)",NA
1947,09/05/2025,Dine In,Andrea Duran,579,23/10/1981,Member,"c(""Cappuccino"")",c(1),c(3.25),OFF5
3083,06/06/2025,Deliveroo,Brandon Harvey,73,13/11/1994,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
3167,14/07/2025,Deliveroo,Kelyn Alarid-Bowers,463,15/11/1987,Member,"c(""Cappuccino"")",c(1),c(3.25),NA
179,10/06/2025,Dine In,Gino Gonzalez,459,02/02/1976,Non-Member,"c(""Chai Latte"", ""Scone"")","c(1, 2)","c(3.5, 2.25)",NA
2697,08/07/2025,Deliveroo,Xin Ni Lee,149,06/01/1989,Non-Member,"c(""Iced Latte"", ""Soy Milk"")","c(1, 1)","c(3.75, 0.5)",OFF5
95,11/06/2025,Dine In,Louis Oh,125,04/07/1986,Member,"c(""Latte"", ""Oat Milk"")","c(1, 1)","c(3.5, 0.6)",OFF5
2692,15/06/2025,Dine In,Joseph Valencia,575,03/02/1998,Non-Member,"c(""Mocha"", ""Bagel"")","c(1, 1)","c(4, 2.5)",NA
352,01/07/2025,Dine In,Amanda Traynor,428,16/05/1984,Member,"c(""Macchiato"", ""Oat Milk"")","c(1, 1)","c(3.8, 0.6)",NA
444,30/08/2025,Dine In,Kayla Schauer,448,13/01/1996,Non-Member,"c(""Chai Latte"")",c(1),c(3.5),NA
332,12/05/2025,Dine In,Meghna Jensen,509,13/09/1981,Non-Member,"c(""Cold Brew"")",c(2),c(3.25),NA
2244,21/06/2025,Deliveroo,Kaitlyn Sena,400,06/06/1989,Member,"c(""Americano"")",c(1),c(3),NA
3144,13/05/2025,Dine In,Daniel Sanchez,227,25/02/2002,Member,"c(""Flat White"", ""Croissant"")","c(1, 1)","c(3.75, 2.75)",NA
1870,11/05/2025,Dine In,Jasmin Dickerson,135,05/06/1984,Member,"c(""Hot Chocolate"", ""Extra Shot"")","c(1, 1)","c(3.25, 0.6)",NA
3216,04/05/2025,Dine In,Marjorie Lamb,437,25/11/2000,Non-Member,"c(""Macchiato"", ""Panini"")","c(1, 1)","c(3.8, 6)",NA
1133,25/07/2025,Deliveroo,Andrew Johnson,510,30/09/1980,Non-Member,"c(""Frappuccino"", ""Danish"")","c(1, 1)","c(4.5, 2.75)",NA
1502,28/06/2025,Dine In,Li Donner,421,29/05/1998,Non-Member,"c(""Mocha"", ""Sandwich"")","c(2, 1)","c(4, 5.5)",OFF5
2567,02/08/2025,Deliveroo,Gabriella Miera,311,04/07/1979,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
1109,06/06/2025,Dine In,Jonathan Dominguez,355,09/06/1984,Member,"c(""Espresso"", ""Syrup"")","c(1, 1)","c(2.5, 0.5)",NA
2419,13/05/2025,Dine In,Connor Koch,552,09/11/2001,Non-Member,"c(""Tea"")",c(1),c(2.25),NA
2972,17/07/2025,Deliveroo,Connor Koch,552,09/11/2001,Member,"c(""Macchiato"", ""Soy Milk"")","c(1, 1)","c(3.8, 0.5)",NA
2609,18/06/2025,Dine In,David Clark,196,19/06/1980,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
341,26/05/2025,Deliveroo,Cheng Justino,357,09/04/1985,Non-Member,"c(""Iced Latte"", ""Syrup"", ""Bagel"")","c(1, 1, 1)","c(3.75, 0.5, 2.5)",NA
8,16/06/2025,Deliveroo,Ace Herold,525,02/08/1980,Non-Member,"c(""Macchiato"")",c(1),c(3.8),NA
2663,26/06/2025,Deliveroo,Selena Ly Payia,325,18/04/1986,Member,"c(""Frappuccino"", ""Large Size"")","c(1, 1)","c(4.5, 0.5)",NA
3642,12/08/2025,Dine In,Sarah Li-Aponte,317,21/09/1992,Member,"c(""Frappuccino"")",c(1),c(4.5),NA
1141,16/05/2025,Deliveroo,James Slagle,488,13/07/1986,Non-Member,"c(""Mocha"", ""Salad"")","c(1, 1)","c(4, 7.5)",NA
1898,08/08/2025,Dine In,Mariah Ford,466,18/09/1979,Member,"c(""Flat White"")",c(1),c(3.75),NA
256,12/08/2025,Dine In,Jonathan Padilla Mendoza,363,19/07/2003,Non-Member,"c(""Latte"", ""Danish"")","c(1, 1)","c(3.5, 2.75)",NA
3519,28/07/2025,Dine In,Jaelynn Gishu,526,02/08/1979,Member,"c(""Americano"")",c(2),c(3),NA
2872,06/08/2025,Dine In,Eric Garcia,419,21/10/1995,Non-Member,"c(""Americano"", ""Soy Milk"")","c(1, 1)","c(3, 0.5)",NA
1454,16/08/2025,Dine In,Suyin Tan,489,17/06/1982,Non-Member,"c(""Iced Latte"", ""Almond Milk"")","c(2, 1)","c(3.75, 0.5)",NA
3300,19/08/2025,Deliveroo,Kristopher Mc Gee,354,13/07/1982,Non-Member,"c(""Latte"", ""Cookie"", ""Panini"")","c(1, 2, 1)","c(3.5, 2, 6)",NA
1503,25/06/2025,Dine In,Shawn Bhagat,121,31/12/1987,Non-Member,"c(""Chai Latte"", ""Almond Milk"")","c(1, 1)","c(3.5, 0.5)",OFF5
3731,31/07/2025,Deliveroo,Corey Trout,500,24/02/1996,Non-Member,"c(""Americano"")",c(1),c(3),OFF5
97,22/05/2025,Deliveroo,Terrinekia Vogt,150,14/07/2003,Non-Member,"c(""Mocha"")",c(2),c(4),NA
102,18/08/2025,Deliveroo,Cyenna Ross,566,11/04/1986,Member,"c(""Espresso"", ""Syrup"")","c(1, 1)","c(2.5, 0.5)",NA
816,27/08/2025,Dine In,Monica Butler,137,06/07/1976,Non-Member,"c(""Hot Chocolate"", ""Sandwich"")","c(1, 1)","c(3.25, 5.5)",NA
1899,14/05/2025,Deliveroo,Eduardo Gonzales,319,28/02/1985,Non-Member,"c(""Latte"")",c(1),c(3.5),NA
3243,29/05/2025,Dine In,Mangei Summers,406,22/07/1987,Member,"c(""Chai Latte"", ""Decaf"")","c(1, 1)","c(3.5, 0)",NA
941,29/08/2025,Deliveroo,Jordan Pfaff,396,16/12/2001,Non-Member,"c(""Chai Latte"", ""Brownie"")","c(1, 1)","c(3.5, 2.5)",NA
81,04/07/2025,Deliveroo,Kinberlee Flowers,490,07/10/2001,Non-Member,"c(""Frappuccino"", ""Cookie"")","c(2, 1)","c(4.5, 2)",NA
3333,06/06/2025,Dine In,Aaron Richter,505,08/12/1977,Non-Member,"c(""Frappuccino"", ""Cake Slice"")","c(1, 1)","c(4.5, 3.75)",NA
930,21/06/2025,Dine In,Jesus Alaniz,595,26/04/1976,Member,"c(""Cappuccino"")",c(1),c(3.25),NA
1312,03/05/2025,Deliveroo,Tatyana Jackson,274,03/02/1996,Member,"c(""Tea"")",c(1),c(2.25),NA
1412,30/06/2025,Dine In,Viridiana Sanchez,79,24/05/1984,Member,"c(""Americano"")",c(1),c(3),NA
3630,29/05/2025,Dine In,Melissa Hardy,103,09/09/1976,Non-Member,"c(""Espresso"", ""Syrup"")","c(1, 1)","c(2.5, 0.5)",NA
1958,02/08/2025,Dine In,Meaghan Rivera,205,31/03/1980,Non-Member,"c(""Chai Latte"", ""Cookie"")","c(1, 1)","c(3.5, 2)",NA
696,16/05/2025,Dine In,Adden Hairston,126,28/07/1977,Member,"c(""Latte"")",c(1),c(3.5),NA
1015,26/08/2025,Deliveroo,Zyre Hairston,486,28/12/1986,Non-Member,"c(""Cappuccino"", ""Salad"")","c(1, 1)","c(3.25, 7.5)",NA
1567,14/05/2025,Deliveroo,Don Norton,541,03/06/1992,Member,"c(""Iced Latte"")",c(1),c(3.75),NA
1928,15/07/2025,Deliveroo,Keasha Nelson,162,07/10/1978,Member,"c(""Chai Latte"")",c(1),c(3.5),NA
2415,26/05/2025,Dine In,Nicole Rice,557,28/03/1980,Non-Member,"c(""Cappuccino"", ""Extra Foam"")","c(1, 1)","c(3.25, 0)",NA
3046,27/07/2025,Dine In,Shauntaul D'Almeida,154,27/11/1985,Member,"c(""Cappuccino"", ""Oat Milk"")","c(2, 1)","c(3.25, 0.6)",OFF5
1260,03/05/2025,Dine In,Kaitlin Boyd,520,14/05/1991,Non-Member,"c(""Mocha"", ""Oat Milk"")","c(1, 1)","c(4, 0.6)",NA
1553,06/07/2025,Dine In,Zakiya Pitts,62,20/11/1994,Member,"c(""Cappuccino"")",c(1),c(3.25),NA
1462,11/07/2025,Deliveroo,Matthew Nelson,468,09/06/1999,Member,"c(""Chai Latte"")",c(2),c(3.5),NA
3546,22/08/2025,Dine In,Alissa Blanco,111,11/10/2002,Non-Member,"c(""Mocha"", ""Almond Milk"")","c(2, 1)","c(4, 0.5)",NA
1622,07/06/2025,Deliveroo,Langston Johnson,350,07/02/1992,Non-Member,"c(""Hot Chocolate"", ""Croissant"")","c(1, 2)","c(3.25, 2.75)",NA
879,23/05/2025,Deliveroo,Xiara Medina,127,11/04/2003,Member,"c(""Americano"", ""Bagel"")","c(2, 1)","c(3, 2.5)",NA
353,05/08/2025,Dine In,Josephine Nguyen,369,24/12/1993,Member,"c(""Flat White"", ""Muffin"")","c(1, 1)","c(3.75, 3)",NA
2399,01/07/2025,Dine In,Jaelynn Gishu,526,02/08/1979,Non-Member,"c(""Americano"", ""Scone"")","c(1, 2)","c(3, 2.25)",NA
2194,10/06/2025,Deliveroo,Diandre Dunn,362,22/03/1998,Non-Member,"c(""Cold Brew"")",c(1),c(3.25),NA
2841,13/05/2025,Deliveroo,Roberto Moreno,583,18/04/1991,Non-Member,"c(""Iced Latte"")",c(1),c(3.75),NA
128,28/05/2025,Dine In,Meng Kim,353,05/05/1976,Member,"c(""Tea"")",c(1),c(2.25),NA
1176,06/08/2025,Deliveroo,Raymond Gonzales,155,14/07/1983,Non-Member,"c(""Flat White"", ""Extra Foam"")","c(1, 1)","c(3.75, 0)",NA
3343,11/08/2025,Deliveroo,Ashley Agbim,66,05/12/1987,Member,"c(""Frappuccino"")",c(1),c(4.5),NA
2913,16/08/2025,Deliveroo,Wenli Glade,261,31/03/2002,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
1468,17/06/2025,Dine In,Tatiana Gutierrez,71,12/10/1980,Non-Member,"c(""Frappuccino"", ""Syrup"")","c(1, 1)","c(4.5, 0.5)",OFF5
3183,04/08/2025,Dine In,Randall Weinberger,100,01/12/1985,Non-Member,"c(""Americano"", ""Soy Milk"")","c(1, 1)","c(3, 0.5)",NA
1296,05/05/2025,Deliveroo,Zyre Hairston,486,28/12/1986,Member,"c(""Macchiato"", ""Bagel"")","c(2, 1)","c(3.8, 2.5)",NA
2237,28/05/2025,Deliveroo,Rachel Araia,342,01/07/1988,Non-Member,"c(""Cappuccino"")",c(1),c(3.25),NA
2662,11/06/2025,Deliveroo,Ace Herold,525,02/08/1980,Non-Member,"c(""Hot Chocolate"", ""Decaf"")","c(1, 1)","c(3.25, 0)",NA
2545,31/05/2025,Deliveroo,Chloe Hoover,8,14/11/1990,Non-Member,"c(""Latte"", ""Decaf"")","c(1, 1)","c(3.5, 0)",OFF5
3370,04/07/2025,Dine In,Torin Marker,292,01/12/1993,Member,"c(""Cold Brew"", ""Decaf"")","c(1, 1)","c(3.25, 0)",NA
2619,06/08/2025,Deliveroo,Timothy Payton,348,20/09/1979,Member,"c(""Mocha"", ""Extra Shot"")","c(1, 1)","c(4, 0.6)",NA
2781,25/06/2025,Dine In,Ethan Zheng,9,05/04/1995,Non-Member,"c(""Macchiato"", ""Muffin"")","c(1, 1)","c(3.8, 3)",NA
1601,06/06/2025,Deliveroo,Selam O'Donnell,322,07/06/1985,Non-Member,"c(""Flat White"")",c(1),c(3.75),NA
3311,24/06/2025,Deliveroo,Xiara Medina,127,11/04/2003,Non-Member,"c(""Latte"", ""Cake Slice"")","c(1, 1)","c(3.5, 3.75)",NA
3133,31/08/2025,Dine In,Tatyana Jackson,274,03/02/1996,Member,"c(""Mocha"", ""Syrup"")","c(1, 1)","c(4, 0.5)",NA
2264,12/07/2025,Deliveroo,Leeah Angeles,301,07/01/1997,Non-Member,"c(""Tea"")",c(1),c(2.25),NA
3790,11/06/2025,Deliveroo,Paul Trujillo,67,26/11/1998,Non-Member,"c(""Flat White"", ""Salad"", ""Sandwich"")","c(1, 1, 1)","c(3.75, 7.5, 5.5)",OFF5
105,16/06/2025,Dine In,Cesar Wagner,375,23/08/1986,Member,"c(""Americano"", ""Brownie"", ""Brownie"")","c(1, 1, 1)","c(3, 2.5, 2.5)",NA
2177,26/06/2025,Dine In,Anita Corbin,202,24/02/1976,Member,"c(""Cold Brew"", ""Extra Shot"")","c(1, 1)","c(3.25, 0.6)",OFF5
1280,15/08/2025,Deliveroo,Brandon Hackney,60,26/05/1990,Member,"c(""Chai Latte"")",c(1),c(3.5),NA
2862,29/07/2025,Deliveroo,T'Koia Hysaw,250,06/05/1997,Member,"c(""Cold Brew"", ""Bagel"", ""Brownie"")","c(1, 1, 1)","c(3.25, 2.5, 2.5)",NA
1187,12/05/2025,Dine In,Catherine Fresquez,11,13/05/1987,Non-Member,"c(""Chai Latte"", ""Decaf"")","c(2, 1)","c(3.5, 0)",NA
578,04/08/2025,Deliveroo,Li Donner,421,29/05/1998,Non-Member,"c(""Espresso"", ""Oat Milk"")","c(1, 1)","c(2.5, 0.6)",OFF5
1093,25/05/2025,Dine In,Daevion Bell,478,31/05/1990,Non-Member,"c(""Macchiato"", ""Panini"", ""Muffin"")","c(1, 2, 1)","c(3.8, 6, 3)",NA
2507,14/08/2025,Deliveroo,Samuel Sanabria,83,31/08/1982,Non-Member,"c(""Americano"")",c(1),c(3),NA
2437,27/07/2025,Dine In,Danielle Thomas,116,23/12/2000,Member,"c(""Americano"", ""Cookie"")","c(2, 1)","c(3, 2)",OFF5
2665,30/07/2025,Deliveroo,Daryell O'Kain,46,16/02/1991,Non-Member,"c(""Tea"")",c(1),c(2.25),NA
2955,30/08/2025,Dine In,Zachary Lozano Melendez,19,02/05/1997,Non-Member,"c(""Latte"", ""Croissant"")","c(1, 2)","c(3.5, 2.75)",NA
1620,08/05/2025,Deliveroo,Jonavan Iverson,418,27/02/1978,Non-Member,"c(""Cappuccino"", ""Panini"")","c(1, 1)","c(3.25, 6)",NA
2738,17/08/2025,Dine In,Andrea Duran,579,23/10/1981,Member,"c(""Tea"", ""Panini"")","c(1, 1)","c(2.25, 6)",NA
704,25/06/2025,Dine In,Cheyenne Cho,349,16/10/1998,Non-Member,"c(""Iced Latte"", ""Extra Foam"")","c(1, 1)","c(3.75, 0)",NA
3658,21/05/2025,Dine In,Sara Young,302,28/07/1990,Non-Member,"c(""Hot Chocolate"", ""Almond Milk"")","c(1, 1)","c(3.25, 0.5)",NA
1845,10/06/2025,Deliveroo,Wahtihdah Francin,585,05/07/1977,Member,"c(""Iced Latte"")",c(1),c(3.75),NA
3281,16/08/2025,Deliveroo,Jordan Garcia Corchado,3,30/07/1996,Member,"c(""Cold Brew"")",c(2),c(3.25),NA
147,23/06/2025,Dine In,Matthew Teetor,312,06/06/1984,Member,"c(""Frappuccino"", ""Soy Milk"")","c(1, 1)","c(4.5, 0.5)",OFF5
2798,31/05/2025,Deliveroo,Rachel Dominick,136,03/06/1999,Non-Member,"c(""Macchiato"", ""Oat Milk"")","c(1, 1)","c(3.8, 0.6)",NA
486,31/08/2025,Dine In,Franchi Lassiter,390,09/06/1991,Member,"c(""Cappuccino"", ""Cake Slice"", ""Croissant"")","c(1, 1, 1)","c(3.25, 3.75, 2.75)",NA
3785,21/08/2025,Deliveroo,Darius Agbeke,234,26/04/2001,Member,"c(""Frappuccino"")",c(1),c(4.5),NA
3921,13/08/2025,Dine In,Crystal Maher,360,29/11/1976,Non-Member,"c(""Espresso"")",c(1),c(2.5),NA
824,09/06/2025,Deliveroo,John Schoenecker,208,02/06/1994,Member,"c(""Cold Brew"")",c(1),c(3.25),NA
94,09/07/2025,Deliveroo,James Montes,271,08/01/1998,Non-Member,"c(""Chai Latte"", ""Syrup"")","c(1, 1)","c(3.5, 0.5)",NA
63,16/07/2025,Dine In,Roberto Moreno,583,18/04/1991,Non-Member,"c(""Cappuccino"")",c(2),c(3.25),NA
3113,19/08/2025,Deliveroo,Randy Atayde,491,09/09/1983,Non-Member,"c(""Mocha"", ""Muffin"")","c(1, 1)","c(4, 3)",OFF5
2451,15/08/2025,Dine In,Alexandra Miller,81,26/09/1979,Member,"c(""Macchiato"", ""Danish"", ""Danish"")","c(1, 1, 1)","c(3.8, 2.75, 2.75)",NA
2736,26/06/2025,Dine In,Lorrie Hutchinson,13,06/03/1991,Member,"c(""Mocha"")",c(2),c(4),NA
3562,02/06/2025,Dine In,Justin Kim,185,12/09/1986,Non-Member,"c(""Iced Latte"", ""Large Size"")","c(1, 1)","c(3.75, 0.5)",NA
1013,30/08/2025,Dine In,Slade Hastings,436,20/03/1976,Non-Member,"c(""Cappuccino"", ""Muffin"", ""Croissant"")","c(1, 1, 1)","c(3.25, 3, 2.75)",NA
1678,18/06/2025,Dine In,Cinthia Medrano,483,26/10/1988,Member,"c(""Espresso"", ""Almond Milk"", ""Sandwich"")","c(1, 1, 1)","c(2.5, 0.5, 5.5)",NA
3271,01/05/2025,Deliveroo,Wahtihdah Francin,585,05/07/1977,Non-Member,"c(""Espresso"")",c(2),c(2.5),NA
